message,classification
rt @user no momento assistindo o vôlei feminino e alimentando meu crush na tandara https://t.co/afoqahpxd6,0
quando sairá o desenrola cnpj?,0
"+ tentar se salvar botando o snape de herói foi péssimo. racista que nunca mudou de verdade, só ficou ressentido que o “amor” (entre aspas pq ele era mto tóxico com a lily) da vida dele morreu, mas mesmo assim continuou um professor terrível que abusava psicologicamente os alunos",0
perdi por burrice parabéns kelvin vc é uma chacota,1
@fernandohaddadoficial vcs precisam fazer um ato em defesa da amazônia que continua pegando fogo. algo precisa ser feito. a situação é desesperadora! ,0
"podem me chamar de feio, mas não podem dizer que não cozinho bem",0
@user só pede o lucas pra parar de cantar por favor ,0
rt @user o ridículo desse casaco e ele não estar no meu corpo https://t.co/ze7bizawxu,0
enquanto aqui o foco é quem fica menos fudido,1
"eu penso ""devo ter algo na cara"" e falo ""ta olhando oque otário nunca viu mulher não desgraçado?""",1
@user @user o gado aplaudindo de p茅 a vossa ignor芒ncia.,0
"@user hauauahsha brinks, eu sei ler e entender 50% do que as pessoas falam",0
"torcida do brasil no vôlei é animada pra caralho, maneiro",0
caralho!! que jornalista desgraçado!!!,1
mande essa bachelet plantar batata no asfalto. puta que pariu até o tamborete de bordel se acha no direito de falar do brasil.,1
"pqp, felipe coloca o celular pra desperta em 5 em 5 minutos de 6h da manhã até 7h, ninguém aguentaaa",1
"rt @user @user vsf mlq, estamos te esperando até agr",1
que sonho perfeito pqp,1
@user lixo https://t.co/mpj17xombs,0
uma pirralha fantoche. bolsonaro tem razão...,1
tem umas 3 meninas na minha sala q parece atriz pornô. pqp kkk,1
tnc hoje o antidoping vai travaaaaaaaaaaaaaaaaaaaaaaaaa,1
"@user
casa militar da governadoria completou 94 anos. https://t.co/fxwghxhwqy",0
rt @user avine vinny é muito mais lindo de perto pqp,0
 parem de normalizar meninas de 14 anos transando seus escroto do caralho ,1
"os poetas odeiam o ódio e fazem guerra à guerra.

tema: poeta
[pablo neruda]",0
parabéns pra ele mais um não kkkkkkkkk,0
rt @user será que todo mundo que fala de sexo o tempo todo  sabe fazer? ,0
tomar no cu ninguém quer,1
"a vontade é deixar um ""lindo"" em tudo q a pessoa posta tnc",0
"@user piazon não foi traíra, apenas saiu ainda na base, o oscar foi um fdp gigante",1
rt @user a mesma piada since... https://t.co/xtpn3biten,0
prestem atenção nesse cara @fernandoconrado ....  o cara é gigante!,0
esses maldito destruíram o brasil pra prender o lula por ódio que a população estava cada dia mais em igualdade,1
"@user @user argumentário benfiquista: ""ah e os outros?"". é sempre a mesma cassete. zero argumentos.",1
"absurdo o que ele tem feito, alguém tem que fazer parar",1
"pessoaleeee !! 

é verdade que quando uma mulher dá o cú o rabo cresce ?? ",1
@user somoos* ia me sentir mais feia todo dia,0
"@user que 茅 isso? ""assassina de reputa莽茫o self""? 馃ぃ",0
parece que algumas pessoas não acordam pra vida né,0
pq é uma vaca.,1
"no local do policial poderia ter colocado a imagem de um político corrupto , tenho certeza que mata muito mais os pobres independente da cor!",1
"isso só mostra o quão irresponsável, egoista, e fracassada nossa sociedade é, deixar de ajudar pessoas, de dar a chance de uma nova vida, até porque não existe uma fila gigantesta para doação de órgãos pra pessoas que a vida depende disso né.. foda https://t.co/dm3vq0d4ma",0
"almocei couve, couve flor e frango.
mds por isso tá chovendo",0
hoje eu vou estar beeem menininha conceitual,0
vai besta  casquei com a ultima foto,1
#cartacapitallixo #cartacapitallixo,1
mais um exonerado por discordar do presidente,0
"oh shit, preciso ajeitar a parte dos plots.",0
mentirosa não merece resposta porque a sua pergunta já é uma mentira que fala por si só. chupa globolixo!,1
pior que eu sonhei uns dias antes que tirava uma nota x no inglês e eu incrivelmente tirei ela kkkkk pqp,1
@user @user bundão você ... ,1
rt @user com um chuveiro desses eu ia gastar mais água que o agronegócio https://t.co/vpzkj8nbko,0
"namorando comigo vai ter liberdade sim, vai poder trocar ideia com quem quiser sim, vai sair pra role sozinho ou com os amigos sim, vai poder zoar com as amigas sim. nao sou m茫e pra proibir de nada, mas liberdade requer prud锚ncia, e no primeiro vacilo 茅 tchau e ben莽a!",0
"minha blogueira da roça merece muito mais
paulinha na fab",0
#somostodosdamares tjm esse cara eu que é colega pois se ele fala com a sra ou melhor escreve merece muita porrada cadeia pra ele ser estrupado por um monte de cara lá dentro,1
@user kkkkkkkkkkkkkkkkkkkkk para porra,1
rt @user triste &amp; feia,0
são uns malditos que só pensam no bolso deles e que os pobres e os discriminados pela sociedade cruel continuem nas mãos deles. comunistas do inferno! ,1
rt @user kkkkkk eu quero i quero mt https://t.co/gn6g2r4pl3,0
relembrando com carinho de qdo minhas filhas (2) estudaram no cmbh. melhor escola de bh.,0
"repórter só serve pra passar vergonha, com a inteligência limitada ",1
"eu demorei mais de 3 minutos p entender o que estavam me dizendo,gente sou mt lerda",0
"eu ganhei na loteria carai, te amo d+ @user",0
rt @user odeio o ensino médio só quero q essa porra acabe,1
"@user essa da gol aaaaaaa
porra, tem uma do o boticário quê é sobre adoção.... as lágrimas rolam",1
"@user sim, amiga! fiz antropologia visual com a carla delgado. não tenho mais a bibliografia dos textos que ela passou em aula, mas acho que se você mandar um e-mail pra ela ela te manda suave, pra vc dar uma olhada etc. mas só vai! quero ver depois ",0
vocês já pararam para pensar que as pessoas tem outras qualidades além da beleza?,0
"gente, eu não to querendo ir pro ginásio assistir o jogo pq eu to me sentindo extremamente feia",0
"nossa q lindo, imagina pelado",1
@user palhaço,1
ele e doente isso sim ou vai se jogar da ponte rio niterói prq pqp ...,1
"aqui é brasil krlh!!!!
puta que pariu!!
agora é tóquio porraaaa",1
aeeeeee caralho,1
só sabem mentir. faz um tempão que não assisto.,1
"na dúvida vai as duas msm, estou feio nas duas kkk sabadou  https://t.co/8evnpyzzjf",0
"o que vocês da familia bolsonaro fizeram foi histórico! vocês são a prova viva de que com real determinação e real força de vontade o ser humano chega aonde ele quiser chegar. admirarei eternamente seu pai.  apenas para frisar = até 2 anos atrás eu era esquerdista, e eu era totalmente anti-bolsonaro. obrigado por abrirem meus olhos a tempo. ",0
"muitos ñ dão valor a amizade , ao meu ponto de vista ,se acabou cada um pro seu lado e ponto . um mês tá se declarando e no outro se alfinetando em rede social, lamentável!!",0
"@user que o contrariam o cacete, que contrariam a nação jornalista #stfvergonhanacional",0
pirralhinha mimada manipulada pela esquerda. nojinho!!,1
vc acredita mesmo no que fala? se não acredita é apenas mentirosa. se acredita é doente mental.,1
"não podemos mais nem compartilhar?como vamos saber o que é mentira ou verdade?eu disser que a esposa do macron é muito feia,eu@poço ser punida?é fake?",1
@user kkkkkkkkk exatamente,0
eu igual uma piranha correndo atrás das cachorras na rua mkkkkkmmkk,1
"bagulho louco né tirei um tempinho pra vir visitar minha bisavô que tá muito doente, ela me diss que sou o único que faz carinho nele pra dormir pqp não parei de chorar desde esse momento",0
valeu seu analise.,0
"rt @user @user seguindo todos q curtiram!
@user 
#stfvergonhanacional",0
"rt @user sexo é íntimo e sagrado, seu corpo é um templo e vc não deve compartilha-lo com quem não gosta de shadowhunters https://t.…",1
"fica d4, fica d4 e tomaa",1
"estamos esperando o @jairmessiasbolsonaro na tecnoshow, rio verde goiás, capital do agro. ",0
rt @user toda vez que ouço sem sentimento do mc roger lembro da @user pqp que ódio,0
rt @user inventou a língua no cu eu tenho que aplaudir https://t.co/dprskojg4v,1
"para algumas investigações recurso infinito e velocidade. para outras....
5 meses após a prisão dos assassinos os celulares ainda não tiveram informações extraídas.
polícia civil e mp não podem depender de favor de empresa privada para investigar.   
https://t.co/yempcovwwl",0
@user te amo infinito minha pretinha,0
"isso está ficando ridículo, estes jornalistas não tem vergonha? afff.",1
a ordem é arrecadar o máximo,0
mano vsf perdi tudinho,0
@user nega essa igreja do jogo só tem filha da puta,1
gente bonita ,0
"não quero amor de pilantra, nem amizade de safada. quem tá na bala por mim sou eu mesma!!! forte abraço, lealdade é ouro  b dia da melhor forma possível.  ",1
@user kkk sim?? ainda mais ridículo é quem bate palma pra isso,0
"to dando risada bem da sua cara, sentando e quicando e jogando pra trás. quer mais?",1
rt @user quando eu realmente achava graça na zorra https://t.co/sh9icjtonw,0
@user cacete kkkkkk,1
boa fachin,0
@user só faltou o surto da v e da ana com o cu mano kkkkkkkkkk,1
@user o youtuber mais merda do mundo馃槖馃槖馃槖 mal exemplo pros menores,1
quando a vontade bater — vou chamar pra fuder https://t.co/a73mzjubat,1
bolsonaro 2022,0
"@user se fosse eu, a palavra seria troxa...pq é cada coisa q acontece cmg...outro dia na escola eu fui com minha calça rasgada, e só descobri pq minha amga falou isso em voz alta no meio da sala...tdo mundo olhou e riu de mim ",0
"@user #stfvergonhanacional 
como pode um país ter uma corte dessa só sendo mesmo indicação do pt ,psdb,mdb é isso que dá colocar essa gentalha gentalha no poder.",1
"rt @user @user  parece com quem essas falas, visao, igualzin quem ? kkkkkv https://t.co/hhridetxdo",0
ao fdp q tento hackear meu insta: n foi dessa vez ,1
pau quebrando na alma,0
hoje tem a festinha da minha pretinha,1
ridículo essa menina,1
na relikia dos amigos kkkkkkkkkkkkkkkkkkkk,0
o ator q faz o chad tem 30 anos pqp,1
"@user d outro planeta nd, vc eh mongol msm",1
governo de demônios,1
"tá solteira é piranha, tá casada é chifruda, tá quieta é incubada, aí some da rua e o bofe não deixa sair, aí fica na rua demais tá solta, posta que tá triste tá sofrendo por causa de macho, tá gorda tá grávida, tá magra tá doente.
gente vamos cuidar da própria vida é de graça https://t.co/zmwizsazpy",1
enfim vou parar de falar com essa sanguessuga de novo antes q eu tenha um colapso nervoso,1
"tava vendo os vídeos aq e pqp ontem eu tava gatin viu, gostei",0
meu deus que horror... esses esquerdopatas não sabem o que é respeito.,1
@user pesadelo de criança até hj,0
"@user essa fase passou! foi no tempo em que o pt estava no poder e apoiava ditaduras sanguinárias:
angola, cuba,  zimbábue, venezuela,  congo, guiné equatorial e gabão. realmente vou uma fase deprimente da nossa história. porém estamos caminhando para redenção. https://t.co/lzuvqqpgs5",1
só tenho amg gato pqp,1
esse video é simplesmente tudo na minha vida,0
não preci@ de pesquisa isso mostra as urnas? bolsonaro,0
resfriado maldito pqp,0
"@alliance_transfers a polícia investiga, apresenta provas concretas e tu quer que eu acredite no que tu diz que o teu irmao legista disse. muito.disse me disse nessa tua história. próprio de bolsonarista.",1
"isso passou dos limites, porque a globo não é punida?deveria ser, só fala as notícias distorcidas e falsas.",1
"@user donald glover, um homão desse  https://t.co/vhb0gc4lf1",0
"moram no brasil, mas não têm alma de brasileiro. limpam a consciência com papel higiênico...",1
bugaram de awm em mim!!!! awm viado!!!!!!vtnc kkkkkkkkkkkkkkkkkkk,1
"o conceito da minha pack pqp

https://t.co/lfxkuxm0ar",1
"nego se incomoda com tudo, não fode porra",1
meu sonho e nao ligo se ele me matar vou morrer feliz,0
esperando essa vitória!!,0
deveria tocar o coração destes governantes malditos,1
há esperança ,0
meu deus que ridículo kkkkkkkkkkk,0
"to nervosa,muito nervosa pqp",1
yuri e ennio sao pica jogam p crl,1
"@user eae cheira rola , qual q é a sua !?",1
@user p cabe a tua é um lado da bunda em cada coxa da pessa sil dspkadkpsakp,1
"desde 2015 o jongin já tinha comentado sobre lançar um álbum solo,ele debutou a 7 anos é e o único no exo a não ter sequer uma station,exols e erigoms estão esperando um solo do jongin e não um debut com ele em um grupo novo
#sm_보이그룹론칭_취소해 https://t.co/slhboxjsyj",0
vai ser azarada assim lá na puta que pariu tá,1
eu to feliz dmssss,0
@user so nao ouvir hahahahahahaah,0
fui muitooo babaca.,1
gente eu tô achando que não sai nada do ioi esse ano porque já deu tempo de acabar as promoções da chungha e nada sabe,0
"eu telefone ta surtadão, mexendo sozinho tnc",1
"este episódio de handmaid's tale foi do caralho 
finalmente alguma coisa a acontecer mesmo fds",1
voces sao nojentos vai se foder,1
@user @user isso sim é rola !,1
"rt @user melhor maneira de descrever essa porcaria.

#stfvergonhanacional",1
puta merda eu,1
tenho quase certeza que isso e um homem escroto fingindo ser mulher — kkkkkkkkk por um momento eu tbm pensei nisso https://t.co/fx2grexnwa,0
"""acertou miseravi""kk só gente capachitada kkkkkkkkkkkkkk bando de babaca. se graduar na mesma área da crítica não quer né? https://t.co/qfyrgdk0ni",1
putinha da surra de priquito kkkkkkkkkkk,1
"@user nossa nunca,na pinça pra mim é bem mais de boa,esse ngc além de dar aflição dói pá porra",1
ela q hackeou o meu tt e escreveu isso (inclusive eu queria morrer assim),0
@user d+ da conta,0
meu deus do c茅u o que q tem a ver o cu com as cal莽as,1
é vergonha alheia atrás de vergonha alheia! ainda bem que existem guerreiros com disposição suficiente para assistirem essas aberrações e nos manterem informados!,1
